epoch,temperature,currentCost,bestCost,acceptedWorse,acceptedBetter
349,8737.8,5.96452e+07,5.86297e+07,180849,180926
350,8694.11,5.9674e+07,5.8396e+07,181111,179810
351,8650.64,5.98667e+07,5.8396e+07,180565,180684
352,8607.39,5.93083e+07,5.8396e+07,180121,179890
353,8564.35,5.9975e+07,5.8396e+07,179666,179760
354,8521.53,5.94927e+07,5.80392e+07,178799,179247
355,8478.92,5.93746e+07,5.80392e+07,179782,179521
356,8436.53,5.87633e+07,5.79938e+07,178086,178283
357,8394.34,5.83727e+07,5.77791e+07,177591,178265
358,8352.37,5.88785e+07,5.77791e+07,178354,178052
359,8310.61,5.88239e+07,5.77188e+07,177435,177210
360,8269.06,5.87164e+07,5.76698e+07,177313,177286
361,8227.71,5.87337e+07,5.76698e+07,176498,176881
362,8186.57,5.86447e+07,5.76698e+07,177112,176135
363,8145.64,5.78006e+07,5.76321e+07,176603,176486
364,8104.91,5.895e+07,5.74969e+07,175789,176021
365,8064.39,5.88762e+07,5.74969e+07,175641,175377
366,8024.07,5.88233e+07,5.74969e+07,174984,175510
367,7983.95,5.88322e+07,5.6875e+07,174636,174357
368,7944.03,5.80642e+07,5.6875e+07,174684,174824
369,7904.31,5.78365e+07,5.6875e+07,173892,173852
370,7864.78,5.7763e+07,5.68558e+07,173489,173839
371,7825.46,5.74097e+07,5.68558e+07,173102,173155
372,7786.33,5.75865e+07,5.68558e+07,173162,172582
373,7747.4,5.82317e+07,5.65525e+07,172379,172943
374,7708.66,5.77812e+07,5.61324e+07,171885,172432
375,7670.12,5.80527e+07,5.61324e+07,171729,172442
376,7631.77,5.73517e+07,5.61324e+07,171574,171770
377,7593.61,5.72204e+07,5.61324e+07,170916,171645
378,7555.64,5.73559e+07,5.61324e+07,170929,170803
379,7517.87,5.75371e+07,5.61324e+07,169878,170351
380,7480.28,5.67665e+07,5.61324e+07,169144,169544
381,7442.87,5.69321e+07,5.61324e+07,169644,169630
382,7405.66,5.66617e+07,5.61324e+07,169443,169851
383,7368.63,5.71505e+07,5.61324e+07,169230,169331
384,7331.79,5.70699e+07,5.5893e+07,168504,167893
385,7295.13,5.65602e+07,5.55501e+07,167910,168225
386,7258.65,5.68004e+07,5.55501e+07,167622,167228
387,7222.36,5.6632e+07,5.55501e+07,167152,167038
388,7186.25,5.66495e+07,5.55501e+07,167150,166660
389,7150.32,5.58e+07,5.55054e+07,166784,166557
390,7114.57,5.64524e+07,5.52556e+07,165965,166054
391,7078.99,5.59597e+07,5.52232e+07,165628,166028
392,7043.6,5.58402e+07,5.52232e+07,165463,165433
393,7008.38,5.55224e+07,5.51831e+07,164891,164791
394,6973.34,5.57716e+07,5.49955e+07,164957,164193
395,6938.47,5.53676e+07,5.46892e+07,163456,164183
396,6903.78,5.59551e+07,5.46833e+07,163876,163647
397,6869.26,5.54597e+07,5.45746e+07,163648,162990
398,6834.91,5.53066e+07,5.41969e+07,162608,163140
399,6800.74,5.63575e+07,5.41877e+07,162803,161786
400,6766.74,5.50605e+07,5.41877e+07,161999,162063
401,6732.9,5.50337e+07,5.41877e+07,162175,161877
402,6699.24,5.48714e+07,5.39309e+07,161367,160762
403,6665.74,5.54117e+07,5.39309e+07,160783,160665
404,6632.41,5.48162e+07,5.3926e+07,160758,161473
405,6599.25,5.45906e+07,5.3926e+07,160128,160279
406,6566.25,5.43018e+07,5.36726e+07,159493,159347
407,6533.42,5.47364e+07,5.36441e+07,159305,159165
408,6500.76,5.45571e+07,5.36257e+07,159387,158634
409,6468.25,5.44565e+07,5.35202e+07,158236,158641
410,6435.91,5.3861e+07,5.35202e+07,157928,158348
411,6403.73,5.3955e+07,5.35202e+07,157926,157464
412,6371.71,5.44271e+07,5.33785e+07,157825,157648
413,6339.85,5.37753e+07,5.33012e+07,157856,157149
414,6308.15,5.37638e+07,5.31625e+07,156539,157149
415,6276.61,5.31132e+07,5.28502e+07,156163,156420
416,6245.23,5.4036e+07,5.27098e+07,155427,155715
417,6214,5.31859e+07,5.24214e+07,155201,155076
418,6182.93,5.35904e+07,5.24214e+07,154458,154577
419,6152.02,5.3241e+07,5.24214e+07,154584,154444
420,6121.26,5.36027e+07,5.24214e+07,154037,154256
421,6090.65,5.32595e+07,5.24214e+07,153587,153470
422,6060.2,5.26465e+07,5.1979e+07,153072,153046
423,6029.9,5.34754e+07,5.1979e+07,152878,152388
424,5999.75,5.28671e+07,5.1838e+07,152632,152279
